Core_Sample,Distance_From_421,Elevation,Collection_Date,Extraction_Phase,Extract_Volume,Sediment_Mass,Analyte,Observed_Property,Qualifier_Code,Reported_Value,Units,Method
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,K,Concentration of potassium in the sediment extract representing surface exchangeable ions,LT,2.44,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,La,Concentration of lanthanum in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Li,Concentration of lithium in the sediment extract representing surface exchangeable ions,LT,488,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Mg,Concentration of magnesium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Mn,Concentration of manganese in the sediment extract representing surface exchangeable ions,LT,976,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Mo,Concentration of molybdenum in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Na,Concentration of sodium in the sediment extract representing surface exchangeable ions,LT,4.88,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Ni,Concentration of nickel in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Pb,Concentration of lead in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Rb,Concentration of rubidium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Sb,Concentration of antimony in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Se,Concentration of selenium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Si,Concentration of silicon in the sediment extract representing surface exchangeable ions,LT,2.44,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Sr,Concentration of strontium in the sediment extract representing surface exchangeable ions,LT,2440,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Tl,Concentration of thallium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,U,Concentration of uranium in the sediment extract representing surface exchangeable ions,ND,,,
1521-86,48.40,422.61,2015-08-17,Surface exchangeable ions,0.009,0.500,Zn,Concentration of zinc in the sediment extract representing surface exchangeable ions,LT,1950,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Ag,Concentration of silver in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing organic bound elements,LT,5060,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,As,Concentration of arsenic in the sediment extract representing organic bound elements,LT,50.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,B,Concentration of boron in the sediment extract representing organic bound elements,,36.7,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Ba,Concentration of barium in the sediment extract representing organic bound elements,i,69.9,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Be,Concentration of beryllium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing organic bound elements,,10.5,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing organic bound elements,i,35.2,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing organic bound elements,,13.2,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Cu,Concentration of copper in the sediment extract representing organic bound elements,,9.84,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Fe,Concentration of iron in the sediment extract representing organic bound elements,,1090,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,K,Concentration of potassium in the sediment extract representing organic bound elements,LT,2.53,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing organic bound elements,i,25.8,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Li,Concentration of lithium in the sediment extract representing organic bound elements,,7.51,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing organic bound elements,,3.62,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing organic bound elements,,139,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Na,Concentration of sodium in the sediment extract representing organic bound elements,LT,5.06,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing organic bound elements,,10.8,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Pb,Concentration of lead in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing organic bound elements,LT,20.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Se,Concentration of selenium in the sediment extract representing organic bound elements,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Si,Concentration of silicon in the sediment extract representing organic bound elements,,6.11,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing organic bound elements,,37.2,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,U,Concentration of uranium in the sediment extract representing organic bound elements,LT,5.00,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Organic bound elements,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing organic bound elements,,65.5,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ag,Concentration of silver in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Al,Concentration of aluminum in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,5050,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,As,Concentration of arsenic in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,40.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,B,Concentration of boron in the sediment extract representing elements bound to reducible oxides and hydroxides,,109,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ba,Concentration of barium in the sediment extract representing elements bound to reducible oxides and hydroxides,i,131,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Be,Concentration of beryllium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ca,Concentration of calcium in the sediment extract representing elements bound to reducible oxides and hydroxides,,316,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cd,Concentration of cadmium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ce,Concentration of cerium in the sediment extract representing elements bound to reducible oxides and hydroxides,i,110,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Co,Concentration of cobalt in the sediment extract representing elements bound to reducible oxides and hydroxides,,28.5,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cr,Concentration of chromium in the sediment extract representing elements bound to reducible oxides and hydroxides,,17.3,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Cu,Concentration of copper in the sediment extract representing elements bound to reducible oxides and hydroxides,,196,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Fe,Concentration of iron in the sediment extract representing elements bound to reducible oxides and hydroxides,,60300,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,K,Concentration of potassium in the sediment extract representing elements bound to reducible oxides and hydroxides,,7.24,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,La,Concentration of lanthanum in the sediment extract representing elements bound to reducible oxides and hydroxides,i,55.7,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Li,Concentration of lithium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mg,Concentration of magnesium in the sediment extract representing elements bound to reducible oxides and hydroxides,,161,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mn,Concentration of manganese in the sediment extract representing elements bound to reducible oxides and hydroxides,,3700,ug/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Mo,Concentration of molybdenum in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Na,Concentration of sodium in the sediment extract representing elements bound to reducible oxides and hydroxides,ND,,,
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Ni,Concentration of nickel in the sediment extract representing elements bound to reducible oxides and hydroxides,,29.1,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Pb,Concentration of lead in the sediment extract representing elements bound to reducible oxides and hydroxides,,26.1,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Rb,Concentration of rubidium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,40.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sb,Concentration of antimony in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Se,Concentration of selenium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,20.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Si,Concentration of silicon in the sediment extract representing elements bound to reducible oxides and hydroxides,,6.81,mg/L,ICP-OES
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Sr,Concentration of strontium in the sediment extract representing elements bound to reducible oxides and hydroxides,,168,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Tl,Concentration of thallium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,U,Concentration of uranium in the sediment extract representing elements bound to reducible oxides and hydroxides,LT,10.0,ug/L,ICP-MS
1521-86,48.40,422.61,2015-08-17,Elements bound to reducible oxides and hydroxides,0.015,0.500,Zn,Concentration of zinc in the sediment extract representing elements bound to reducible oxides and hydroxides,,343,ug/L,ICP-MS
