LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,MeasuringPointElevation_mASL_NAVD88,well_MP_height_m,LandSurfaceElevation_mASL_NAVD88,TopOfScreenElevation_mASL_NAVD88,BottomOfScreenElevation_mASL_NAVD88,ScreenLength_m,MidOfScreenElevation_mASL_NAVD88,TotalWellDepth_mBLS,TotalBoring/DrillingDepth_mBLS,DiameterOfDrillHole_cm,WellCasingInnerDiameter_cm,OpeningTypeDescription,WidthOfOpeningsInOpenInterval_cm,CasingMaterialDescription,ScreenMaterialDescription,DateOfConstruction,Comments_DateOfConstruction,NameOfContractor,DrillerName,Comments_Miscellaneous,SiteActiveStatus,Comments_Status,ApproxRemovalDate
x522,Bemidji,wo,subsurface oil- and groundwater observation well,x473426095052409,522       147N35W02CDAC  01,342810.79,5271047.27,1.0,25.71,433.237,0.421,432.816,424.873,423.553,1.32,424.213,9.872,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19850613.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x523,Bemidji,ww,groundwater observation well,x473424095052901,523       147N35W02CDCA  01,342721.5,5271013.11,1.0,-69.77,431.191,0.509,430.682,424.744,423.425,1.319,424.084,7.718,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19850614.0,,USGS MN Water Science Center,Unknown,Spray zone,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x524,Bemidji,ww,groundwater observation well,x473437095052401,524       147N35W02CADB 01              0000273830,342831.11,5271372.45,0.0,,434.983,0.643,434.34,413.717,413.108,0.609,413.412,21.982,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19850708.0,,USGS MN Water Science Center,Unknown,"upgradient, background",Active,,
x525,Bemidji,ww,groundwater observation well,x473405095060201,525       147N35W10ADAB 01              0000273831,342073.16,5270480.64,0.0,,428.765,0.826,427.939,416.835,416.226,0.609,416.53,13.155,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,Steel-Galvanized,Steel-Galvanized,19850709.0,,USGS MN Water Science Center,Unknown,"upgradient, background",Active,,
x526,Bemidji,ww,groundwater observation well,x473420095052201,526       147N35W02CDDC  01,342829.58,5270863.33,0.0,,427.464,0.744,426.72,414.967,414.357,0.61,414.662,13.963,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19850711.0,,USGS MN Water Science Center,Unknown,South pool,Active,,
x527,Bemidji,ww,groundwater observation well,x473428095051808,527       147N35W02CDAD  01,342952.21,5271109.39,1.0,180.17,434.33,0.6,433.73,423.239,421.715,1.524,422.477,11.488,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19850715.0,estimated date,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x528A,Bemidji,ww,groundwater observation well,x473428095051916,528A      147N35W02CDAA  01,342931.19,5271122.36,1.0,166.21,434.91,0.57,434.34,423.626,422.102,1.524,422.864,11.777,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19850715.0,estimated date,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x528B,Bemidji,wf,failed well installation (or any installation),,,342935.57,5271114.2,1.0,166.9,,,434.09,,,,,,13.411,,,,,,,20090709,,USGS MN Water Science Center,J. Greene; A. Berg,North pool transect,Removed,"failed well, no well installed",
x528C,Bemidji,ww,groundwater observation well,x473428095051910,528C      147N35W02CDAD 01              0000772860,342934.6,5271113.64,1.0,165.79,434.818,0.783,434.035,419.527,419.283,0.244,419.405,14.865,15.24,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20090709.0,,USGS MN Water Science Center,J. Greene; A. Berg,North pool transect,Active,,
x528D,Bemidji,ww,groundwater observation well,x473428095051915,528D      147N35W02CDAD 01              0000772859,342933.65,5271112.98,1.0,164.66,434.809,0.774,434.035,417.844,417.6,0.244,417.722,16.548,17.069,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20090708.0,,USGS MN Water Science Center,J. Greene; A. Berg,North pool transect,Active,,
x528E,Bemidji,ww,groundwater observation well,x473428095051912,528E      147N35W02CDAD 01              0000772863,342935.1,5271114.78,1.0,166.71,434.885,0.85,434.035,416.326,416.082,0.244,416.204,18.065,18.898,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20090815.0,,USGS MN Water Science Center,J. Greene; A. Berg,North pool transect,Active,,
x529,Bemidji,ww,groundwater observation well,x473428095051809,529       147N35W02CDAA  01,342945.07,5271120.6,1.0,178.18,434.401,0.671,433.73,423.266,421.742,1.524,422.504,11.503,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19850715.0,estimated date,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x530A,Bemidji,ww,groundwater observation well,x473427095052207,530A      147N35W02CDAD  01,342870.13,5271076.66,1.0,91.87,434.078,0.652,433.426,422.953,421.633,1.32,422.293,10.924,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860619.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x530B,Bemidji,ww,groundwater observation well,x473427095052102,"530B near Bemidji, MN.",342869.68,5271076.18,1.0,91.26,433.77,0.344,433.426,422.173,422.02,0.153,422.096,11.86,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860619.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x530C,Bemidji,ww,groundwater observation well,x473427095052103,"530C near Bemidji, MN.",342868.98,5271075.88,1.0,90.5,433.767,0.341,433.426,420.749,420.597,0.152,420.673,13.429,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860619.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x530D,Bemidji,ww,groundwater observation well,x473427095052104,"530D near Bemidji, MN.",342871.52,5271077.38,1.0,93.43,433.883,0.457,433.426,423.051,422.898,0.153,422.974,11.345,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19900705.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x530G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473427095052208,530G-01   Bemidji Toxics Research Site,342870.99,5271077.16,1.0,92.86,433.291,0.0,433.291,426.805,426.774,0.031,426.79,6.486,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,USGS MN Water Science Center,,North pool transect,Active,,
x531A,Bemidji,ww,groundwater observation well,x473427095052201,"531A near Bemidji, MN.",342848.89,5271064.35,1.0,67.46,433.514,0.698,432.816,424.023,422.499,1.524,423.261,10.75,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,,Installation date unknown,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x531B,Bemidji,ww,groundwater observation well,x473427095052202,"531B near Bemidji, MN.",342848.01,5271063.87,1.0,66.46,433.349,0.533,432.816,422.864,422.712,0.152,422.788,10.229,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,,,19960812.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x531C,Bemidji,ww,groundwater observation well,x473427095052203,"531C near Bemidji, MN.",342847.86,5271064.62,1.0,66.63,433.615,0.494,433.121,422.279,422.038,0.241,422.158,11.186,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070723.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x531D,Bemidji,ww,groundwater observation well,x473427095052204,"531D near Bemidji, MN.",342848.64,5271065.05,1.0,67.52,433.789,0.668,433.121,421.395,421.155,0.24,421.275,12.07,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,20070723.0,,USGS MN Water Science Center,W. Larson; J. Greene,North pool transect,Active,,
x531G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052312,531G-01   Bemidji Toxics Research Site,342849.7,5271064.85,1.0,68.4,433.014,0.0,433.014,426.528,426.497,0.031,426.512,6.517,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,USGS MN Water Science Center,,North pool transect,Active,,
x532A,Bemidji,wo,subsurface oil- and groundwater observation well,x473426095052201,"532A near Bemidji, MN.",342829.76,5271054.8,1.0,46.1,433.231,0.415,432.816,424.242,422.922,1.32,423.582,10.351,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860620.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x532B,Bemidji,ww,groundwater observation well,x473426095052202,"532B near Bemidji, MN.",342829.18,5271054.43,1.0,45.42,433.17,0.354,432.816,422.303,422.151,0.152,422.227,11.134,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860620.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x532C,Bemidji,ww,groundwater observation well,x473426095052410,532C      147N35W02CDAC 01              0000273832,342828.62,5271054.13,1.0,44.79,433.227,0.411,432.816,420.947,420.795,0.152,420.871,12.549,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860620.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x532D,Bemidji,ww,groundwater observation well,x473426095052313,532D      147N35W02CDAC  01,342831.49,5271055.57,1.0,48.0,432.926,0.11,432.816,417.57,417.418,0.152,417.494,15.844,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860620.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x532E,Bemidji,ww,groundwater observation well,x473426095052314,532E      147N35W02CDAC  01,342833.01,5271056.14,1.0,49.62,433.267,0.451,432.816,422.246,422.093,0.153,422.17,11.207,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,,Installation date unknown,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x532F,Bemidji,ww,groundwater observation well,x473426095052416,532F      147N35W02CDAC  01,342832.39,5271055.89,1.0,48.95,433.374,0.558,432.816,422.873,422.721,0.152,422.797,10.25,,,5.2,"Perforated, porous, or slotted casing",,PVC Threaded,PVC Threaded,19920918.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x532G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052315,532G-01   Bemidji Toxics Research Site,342830.71,5271055.16,1.0,47.12,432.92,0.0,432.92,426.434,426.403,0.031,426.418,6.517,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,USGS MN Water Science Center,,North pool transect,Active,,
x532I,Bemidji,ww,groundwater observation well,x473426095052411,532I      147N35W02CDAC  01,342829.32,5271055.26,1.0,45.89,433.386,0.57,432.816,,,,,,,18.4,5.2,,,,,19960812.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x533A,Bemidji,wo,subsurface oil- and groundwater observation well,x473426095052412,533A      147N35W02CDAC 01              0000273833,342820.13,5271050.86,1.0,35.7,433.319,0.503,432.816,424.544,423.224,1.32,423.884,10.147,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860620.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x533B,Bemidji,ww,groundwater observation well,x473426095052302,"533B near Bemidji, MN.",342819.35,5271050.58,1.0,34.87,433.002,0.186,432.816,422.139,421.986,0.153,422.062,11.293,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860620.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x533C,Bemidji,ww,groundwater observation well,x473426095052303,"533C near Bemidji, MN.",342818.78,5271050.44,1.0,34.3,432.944,0.128,432.816,420.661,420.508,0.153,420.584,12.829,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860620.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x533D,Bemidji,wo,subsurface oil- and groundwater observation well,x473426095052321,533D      147N35W02CDAC  21,342821.55,5271051.43,1.0,37.23,433.206,0.39,432.816,424.282,423.672,0.61,423.977,9.455,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19881230.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x533E,Bemidji,ww,groundwater observation well,x473426095052305,533E      Bemidji Toxics Research Site,342822.71,5271051.94,1.0,38.5,433.24,0.424,432.816,422.907,422.755,0.152,422.831,10.189,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,,,19960812.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x533G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052413,533G-01   Bemidji Toxics Research Site,342820.96,5271051.17,1.0,36.59,432.944,0.0,432.944,426.458,426.427,0.031,426.442,6.517,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,USGS MN Water Science Center,,North pool transect,Active,,
x534A,Bemidji,wo,subsurface oil- and groundwater observation well,x473426095052414,534A     147N35W02CDAC 01,342809.72,5271045.08,1.0,23.84,433.081,0.57,432.511,424.513,422.989,1.524,423.751,9.979,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,,Installation date unknown,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x534B,Bemidji,wo,subsurface oil- and groundwater observation well,x473426095052415,534B      147N35W02CDAC 01              0000273834,342810.17,5271045.55,1.0,24.44,433.026,0.515,432.511,423.285,423.132,0.153,423.208,10.101,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19870528.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x534G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052452,534G-01   Bemidji Toxics Research Site,342810.46,5271045.59,1.0,24.73,432.648,0.0,432.648,426.162,426.131,0.031,426.146,6.517,,10.0,0.3,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,USGS MN Water Science Center,,North pool transect,Active,,
x601G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473426095052502,601G-01   Bemidji Toxics Research Site,342803.85,5271043.98,1.0,18.03,432.341,0.0,432.341,425.855,425.824,0.031,425.84,6.517,,10.0,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,USGS MN Water Science Center,,North pool transect,Active,,
x602A,Bemidji,ww,groundwater observation well,x473417095051801,602A      147N35W11ABBB  01,342939.4,5270785.63,0.0,,426.479,0.369,426.11,,,,,3.533,,18.4,5.2,,,PVC Threaded,,,Installation date unknown,USGS MN Water Science Center,Unknown,Pump test site,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602B,Bemidji,ww,groundwater observation well,x473417095051802,602B      147N35W11ABBB  01,342939.3,5270786.82,0.0,,426.497,0.387,426.11,,,,,6.133,,18.4,5.2,,,PVC Threaded,,,Installation date unknown,USGS MN Water Science Center,Unknown,Pump test site,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602C,Bemidji,ww,groundwater observation well,x473418095051703,602C      147N35W11ABBB  03,342939.48,5270787.96,0.0,,426.616,0.506,426.11,,,,,9.866,,18.4,5.2,,,PVC Threaded,,190001.0,Installation date unknown,USGS MN Water Science Center,Unknown,Pump test site,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602D,Bemidji,ww,groundwater observation well,x473417095051803,602D     147N35W11ABBB 01,342939.57,5270788.99,0.0,,426.51,0.226,426.284,,,,,,,,,,,,,,Installation date unknown,USGS MN Water Science Center,Unknown,Pump test site,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602E,Bemidji,ww,groundwater observation well,x473417095051804,602E      147N35W11ABBB  01,342940.23,5270783.17,0.0,,426.217,0.411,425.806,,,,,22.016,,18.4,5.2,,,PVC Threaded,,19860711.0,,USGS MN Water Science Center,Unknown,Pump test site,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602F,Bemidji,ww,groundwater observation well,x473417095051805,602F      147N35W11BAAA  01,342941.5,5270782.18,0.0,,426.556,0.75,425.806,,,,,4.115,,18.4,5.2,,,PVC Threaded,,,Installation date unknown,USGS MN Water Science Center,Unknown,Pump test site,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x602G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473417095051806,602G-01   Bemidji Toxics Research Site,342940.41,5270781.92,0.0,,425.836,0.0,425.836,,,,,,,,,,,Stainless Steel,,,Installation date unknown,USGS MN Water Science Center,Unknown,Pump test site,Removed,Removed by Enbridge for the Alberta Clipper install,2009
x603A,Bemidji,ww,groundwater observation well,x473424095053102,603A      147N35W02CDCA  01,342679.7,5270987.98,1.0,-118.16,431.329,0.037,431.292,424.876,423.556,1.32,424.216,8.391,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860625.0,,USGS MN Water Science Center,Unknown,Spray zone,Active,,
x603G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473424095053103,603G-01   Bemidji Toxics Research Site,342679.87,5270987.01,1.0,-118.4,431.362,0.0,431.362,424.876,424.845,0.031,424.86,6.486,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,,Installation date unknown,USGS MN Water Science Center,,Spray zone,Active,,
x604A,Bemidji,wo,subsurface oil- and groundwater observation well,x473426095052614,604A      147N35W02CDAC  14,342752.79,5271028.58,1.0,-34.89,430.892,0.21,430.682,425.552,424.028,1.524,424.79,7.123,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860626.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x604B,Bemidji,ww,groundwater observation well,x473425095052602,604B      Bemidji Toxics Research Site  0000273836,342752.39,5271028.04,1.0,-35.48,431.307,0.625,430.682,422.449,422.297,0.152,422.373,9.056,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19870529.0,,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x604G-01,Bemidji,wv,unsaturated zone vapor sampling well,x473425095052701,604G-01   Bemidji Toxics Research Site,342753.23,5271029.69,1.0,-34.04,430.472,0.0,430.472,423.986,423.955,0.031,423.97,6.517,,,0.2,"Perforated, porous, or slotted casing",,Stainless Steel,Stainless Steel,19860626.0,,USGS MN Water Science Center,,North pool transect,Active,,
x605,Bemidji,ww,groundwater observation well,x473428095051913,605       147N35W02CDAD  01,342928.42,5271110.5,1.0,158.87,434.306,0.271,434.035,424.653,423.129,1.524,423.891,11.36,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,,Installation date unknown,USGS MN Water Science Center,Unknown,North pool transect,Active,,
x606,Bemidji,ww,groundwater observation well,x473425095052901,606       147N35W02CDCA 01              0000273837,342688.6,5271005.76,1.0,-102.82,431.719,0.427,431.292,407.377,406.768,0.609,407.072,24.984,,18.4,5.2,"Perforated, porous, or slotted casing",0.025,PVC Threaded,PVC Threaded,19860714.0,,USGS MN Water Science Center,Unknown,Spray zone,Active,,
